refcode,formula,z_prime,r_factor,n_atoms,spacegroup
SERZEU13,C12 H8 N2 S1,2.0,5.36,23,Pca21
BAMZAT,C11 H13 N1 O2 S1,1.0,3.53,28,P212121
YUHQUQ,C28 H26 I2 N1 O2 P1,1.0,5.01,60,C2
PITZIE,C16 H14 O2,1.0,4.2700000000000005,32,P212121
UYIGUF,C15 H27 N1 O4,1.0,3.7800000000000002,47,P212121
ONEMEA,C22 H20 F2 N2 O5,2.0,3.2,51,P212121
JIPGEX,C15 H10 Cl1 N1 O3 S1,1.0,4.33,31,P21/n
UJORAM,"C10 H8 N2,2(C6 H4 N2 O5)",0.5,4.7,20,Pbcn
ISOSOY,"C14 H27 N2 O4 1+,Cl1 O4 1-",0.5,4.09,47,C2/c
RUMDUC03,"C22 H19 N6 1+,Cl1 1-",1.0,1.23,47,C2/c
MOMJOP,C21 H17 N1 O3,1.0,5.680000000000001,42,P21/c
YECWEI,"C4 H11 N1,0.5(H2 O1)",2.0,7.4,16,P21/c
YIHGIF,C24 H16 Se3,1.0,6.55,43,P21/n
FEVSOQ,C24 H30 N2 O3,1.0,2.79,59,P212121
KUNLAK,C10 H9 F3 N2 O4,1.0,2.17,28,P21
LEHQEU,C21 H26 O2 S1,1.0,4.5,50,P212121
TAJHEW,C20 H16 N1 O2 P1,2.0,7.22,40,P-1
XIRQUM,C13 H12 N2 O7,1.0,4.02,34,P21/c
MUPWAX,C21 H18 N4 O2,1.0,5.140000000000001,45,P21/c
JOKWOY,C19 H18 N2 O3,1.0,4.09,42,P21/n
FIDBUR,C16 H14 Cl4 O1,1.0,3.36,35,P212121
XUKNIE,C18 H21 N1 O3,2.0,4.4799999999999995,43,C2
BEFRIQ,C24 H20 N2 O1,2.0,6.61,47,P-1
SILLEE,C20 H25 N1 O3,1.0,6.1000000000000005,49,P21/a
KELKAO,"C11 H13 N2 O2 1+,H1 O3 Se1 1-",1.0,3.46,28,P212121
IKOTEL,C28 H22 F3 N1 O3,1.0,4.87,57,P21/c
EPUPUB,"C10 H8 N2,2(C7 H6 O3)",1.0,6.32,20,P21/c
QATXEP,C10 H13 F2 N3 O1,1.0,4.03,29,P21/c
AVURAO,C14 H22 N2 O1 S2,1.0,3.63,41,P-1
FIGWOH,C14 H8 F3 N1 O1 S1,1.0,4.3,28,P21/n
HUCROQ,C28 H20 O4,1.0,4.43,52,P21/c
JOHKAV,"C7 H14 N3 1+,C2 H2 N3 1-",0.5,5.7,24,C2/c
HUGRAD,C23 H23 N1 O5,1.0,3.7800000000000002,52,P21/c
HOLSUA,C33 H16,0.25,4.54,49,Ccca
HEHZOJ,C21 H16 N2 O1,1.0,3.7,40,P-1
SOSLIV,C22 H20 N2 O2,1.0,6.4,46,P21/n
KAXREJ,C19 H18 F2 O2,1.0,3.18,41,P43212
NUFMIO,C21 H14 N4 O2,1.0,5.94,41,P-1
FAQKOB,"2(C26 H33 N1 O2),C6 H6 O6",1.0,4.87,62,P21
WAJTUB,C21 H29 N3 O4,1.0,3.2,57,P212121
ETEYUX02,C13 H11 N1 O2,1.0,6.18,27,P21/c
BUFBAJ,C17 H24 F1 N1 O4 S2,1.0,4.29,49,P-1
CADZEP,C31 H27 B1 O4 S1,1.0,5.9799999999999995,64,P21/c
VUSSOS,C19 H12 F1 N1 O1,2.0,6.92,34,P-1
ICEREQ,C18 H22 N2 O1,1.0,4.16,43,P2/c
BORCUG,C17 H17 B1 O2,1.0,4.6000000000000005,37,P-1
COBKUZ,"C8 H14 N1 1+,C2 H3 O2 1-",1.0,4.8500000000000005,23,C2/c
HAPXON,C28 H25 N3,1.0,5.97,56,P21/c
FURVEV,C23 H19 N3 O3 S1,1.0,4.04,49,P21/c
YIFJOQ,C16 H18 Cl2 N2 O4 S1,1.0,4.15,43,P-1
LACGII,C5 H8 N4 O1,1.0,4.5,18,P212121
BUYTAR,C30 H27 N1 O3 Se1,1.0,4.92,62,P21/n
TABDEI,C12 H11 N1 O3,1.0,3.82,27,P21/n
SOXMIF,C28 H25 N1 O4,1.0,6.68,58,P-1
AKALIJ,C16 H11 Br1 N2 O4,1.0,3.54,34,P21/c
PAQJIE,C23 H17 N1 O4,1.0,3.2800000000000002,45,Cc
OYAJIK,C25 H19 Br1 F1 N3 O6,1.0,3.2199999999999998,55,P212121
VUKRAY,C31 H21 N3 O1 S1,2.0,7.430000000000001,57,P-1
TECPAT,C21 H25 N1 O3,1.0,4.2,50,P212121
ZEYROM,C19 H24 N2 O4,1.0,3.3099999999999996,49,P212121
HUXYAC,C12 H13 Br1 O3,1.0,2.85,29,P21/c
PABMIS,C28 H28 O6,1.0,4.58,62,P21/c
JUSXIG,"C18 H38 N4 2+,2(Cl1 O4 1-)",0.5,3.25,60,P21/c
EXUHAJ,"C24 H32 O8,C14 H24 N1 O3 1+,C3 H6 O1,F6 P1 1-",2.0,3.8899999999999997,64,P-1
XAYZUW,C17 H14 N2 O2,1.0,5.37,35,P21/c
HITBEV,"C22 H14 Br1 N3 O4,H2 O1",1.0,2.8000000000000003,44,P212121
JOWPIY,C21 H12 F6 N4,1.0,5.7,43,P21
QULFIO,C22 H34 O6,1.0,3.05,62,P212121
NIWPUI,C18 H21 N1 O2 S1,1.0,4.99,43,P21
AWEZIP,C21 H14 B1 F2 N1 O2,1.0,5.5,41,P212121
EVAYAE,C30 H23 N1 O2,1.0,5.27,56,P-1
TOFPUD,"C6 H6 N6 O2,C7 H6 O4,C1 H4 O1",1.0,4.02,20,P-1
TUJMOC,C20 H14 Cl1 N1 O1,1.0,3.32,37,P21
URIYIG,C29 H33 N1 O1,1.0,5.680000000000001,64,P-1
HOMZOZ,C13 H12 N2 O1,2.0,5.65,28,P21/c
SOWFAO,"C9 H6 O6,C3 H8 O1",2.0,5.64,21,C2/c
OKITUA,C22 H17 N1 O5,1.0,3.65,45,P21/n
GEKTIZ,C15 H12 N3 P1,1.0,4.6000000000000005,31,P21/c
MOSMIR,"2(C3 H5 N2 S1 1+),C4 H4 O4 2-,C4 H6 O4",0.5,2.65,14,P21/n
XILREP,C23 H20 N4,0.5,4.09,47,C2/c
ZOZRAL,C20 H19 N3 O3,1.0,7.33,45,P21/c
XETJOZ,C14 H25 B1 O4,1.0,4.97,44,P-1
UGEKID,"C8 H4 N1 O6 1-,C4 H8 N5 1+,H2 O1",1.0,4.7,19,P21
XUXBAV,C27 H29 Br1 O2,1.0,4.109999999999999,59,P-1
WOTMAV,C20 H16 Br1 N1 O2,1.0,4.590000000000001,40,Pbca
LUQWID,C16 H10 N2 O2,1.0,3.68,30,Pna21
YIDCAR,C6 H10 N2 O1 Se1,1.0,4.44,20,Pbca
VUTPOS,"C23 H23 N4 O2,H2 O1",1.0,5.779999999999999,52,P21/n
PEYBEB,C30 H24 N2 O2,1.0,4.15,58,P21/c
TEFDAM,C15 H16 N4 O1,1.0,3.6700000000000004,36,P-1
QULGUD,C20 H18 Cl1 N1 O1 S8,1.0,2.32,49,P212121
REMRAE,C14 H17 N1 O2,1.0,4.46,34,P21/c
TEKCEU,"C25 H20 N2 O2,H2 O1",1.0,4.87,49,P21/c
KERVAF,C16 H16 O6,1.0,4.62,38,P21/c
YACKIB,C22 H23 F1 N2 O5,1.0,4.0,53,P21/c
PORXUR,C28 H22 N2 O2,1.0,4.9799999999999995,54,P-1
VOPKOD,C9 H13 N5 O4,1.0,4.77,31,P21/c
LITNOV,C23 H27 B1 N2 O5,1.0,3.4099999999999997,58,P21/c
HAGLUA,C16 H13 N1 O2,1.0,4.07,32,P21/c
ANILUH,C17 H18 N4 O6 S1,1.0,4.49,46,P21
EDEWUA,C18 H23 N3 O3,1.0,6.03,47,P-1
YAQHEH,"C28 H18 Br4 N4,2(C8 H10)",0.5,5.140000000000001,54,Pbca
DUJSUA,C16 H14 N2 O4,1.0,5.29,36,P21/n
IZEBOI,"C22 H21 B1 N2 O3,C1 H1 Cl3",1.0,6.9,49,P21/n
IXAGIX,C12 H8 N4 O1,1.0,5.41,25,P21/n
WUSDEX,C11 H14 N2 O2,1.0,6.12,29,P21/n
KISTIT,C26 H21 Br3 O2,1.0,6.63,52,P21/c
MAYTIT,"C13 H18 N1 O1 1+,C7 H7 O3 S1 1-",1.0,5.41,33,Pbca
YALCUM,"C7 H15 F1 N1 O3 1+,Cl1 1-",1.0,1.69,27,P212121
ROXMEY,C24 H30 N6 O2,0.5,4.38,62,P-1
TEWRIW,"C2 H16 B10 N1 1-,C14 H19 N2 1+",1.0,4.7,35,P21/c
BIVBEP,C23 H32 O4,1.0,5.52,59,C2/c
IRAMAS,C12 H8 Cl1 N3,1.0,3.01,24,Pbca
HOKCEP02,C15 H15 N1 O1,1.0,2.95,32,P21
OKEFUJ,C20 H17 N1 O5,1.0,4.2299999999999995,43,P-1
CALKOQ,C5 H10 N2 O2,1.0,5.32,19,P212121
VISHUD,C13 H24 O2,2.0,6.38,39,P-1
VOHTUJ,C24 H16 Br1 N3 O4,1.0,3.6799999999999997,48,P21/c
DIBENZ15,C14 H14,0.5,3.6700000000000004,28,P21/n
YOYWEP01,C18 H19 N1,1.0,3.91,38,C2
BPYRDB08,"C10 H10 N2 2+,2(Br1 1-)",0.5,5.11,22,P-1
RIVMIV,"C7 H10 N2,C6 H5 Br1 O1",1.0,4.92,19,P21/c
YIWZEN,C11 H16 N5 O4,1.0,4.01,36,P21/c
LAJKOX,C7 H15 N3 O2,1.0,4.25,27,P21/c
DORKOO,C17 H20 F1 N1,0.5,3.7900000000000005,39,Pnma
AZOSAK,C16 H13 Cl1 O3 S1,1.0,4.0200000000000005,34,P-1
NEMJUO,C15 H12 N2 O1,1.0,5.19,30,P21/c
ECEWUE,C21 H28 O2,1.0,5.49,51,P-1
BOKJAQ,C21 H26 N2 O4 Si1,1.0,3.54,54,P212121
KITBEX,C32 H20 Br2 O2,0.5,4.6,56,Aba2
UKOQUK,C28 H24 O7 S2,1.0,3.46,61,P-1
UCOHAZ,"C16 H24 N6 O8,H2 O1",1.0,5.11,54,P21/c
NOZCIQ,C10 H13 N3 O2,1.0,5.87,28,P21/c
VUCXOH,"C6 H8 N1 O1 1+,Cl1 O4 1-",1.0,1.96,16,P21
QUCPAJ,C27 H30 O4,1.0,3.8699999999999997,61,P212121
XIMJOT,C9 H15 N3 O3,0.33,3.45,30,R-3
NIXPET,C23 H19 F3 N2 Se1,1.0,6.08,48,P-1
UZOLUU,C23 H17 F2 N1 O5 S2,1.0,3.2199999999999998,50,P-1
IZUCEP,"C15 H9 O5 1-,C4 H12 N5 1+,2(H2 O1)",1.0,5.08,29,P-1
XITHEP01,C18 H10 O4,1.0,3.7699999999999996,32,P212121
SUMLOD,"C16 H22 O7,0.13(H2 O1)",1.0,3.0700000000000003,45,P212121
XIGNUX01,"C20 H24 O6 Rb1 1+,I3 1-",2.0,4.87,51,P21/n
GIHCIL,"C20 H30 O5,C8 H8 O4",1.0,4.01,55,P21
RIZCIN,C16 H14 O4,1.0,4.5600000000000005,34,P21/c
NEDQIW,C24 H30 O8,2.0,5.07,62,P-1
CIYNOR,C32 H8 B2 F20,1.0,5.59,62,P21/c
XILPUD,C16 H14 N4,0.5,3.8200000000000003,34,Pbca
NARYAI,C15 H6 Cl1 F3 N2 O1 Se1,1.0,4.98,29,I41/a
LIMHIZ,C27 H21 Cl1 N2,2.0,6.8,51,P212121
IPACAH,C32 H26 B1 N1 O1,1.0,5.9799999999999995,61,Pna21
QUZNIJ,C12 H10 N2 O2 S1,1.0,4.8100000000000005,27,P21/c
CAYYUW,C23 H19 N2 O3 P1,1.0,3.5,48,P-1
MUSZIM,"3(H1 B1 O3 2-),3(H1 O1 1-),5(Sr1 2+),F1 1-",0.5,3.8,5,P21/m
LILXAJ,C23 H16 F1 N1 O1,1.0,2.9899999999999998,42,Pna21
DOQWEN02,C13 H12 N2 O3,1.0,3.49,30,P212121
KEPGAO,C10 H10 N2 O2,1.0,4.24,24,P21/c
FITZIS02,C15 H22 O2,2.0,3.9699999999999998,39,P43212
VOJNIU,"C18 H21 F1 N2 O2,H2 O1",1.0,4.05,44,P21/c
SECXOQ,"C4 H4 I1 N1 O2,C6 H4 N2",1.0,2.13,12,C2/c
WISNAN04,"2(C10 H9 N2 1+),C10 H4 O8 2-",0.5,3.39,22,P-1
IVOQAO,"C12 H14 F2 N1 O3 1+,H2 O1,Cl1 1-",2.0,4.42,32,P21
INAGEN,C28 H18 F2 N2,1.0,4.09,50,P-1
VIPNOX,"C9 H18 N1 1+,Cl1 1-",1.0,3.3000000000000003,28,P-1
UHAZEI,C22 H16 N2,1.0,4.9,40,P21/c
EVECIV,C10 H18 N4 O2,1.0,6.01,34,P21/n
KETZUI,C10 H6 N8 O8,2.0,6.4799999999999995,32,P-1
GAQDEH,C13 H25 N4 O5 P1,2.0,4.23,48,P-1
JINQUW,"C20 H12 N2 O2 S2,2(C2 H6 O1 S1)",0.5,2.6100000000000003,38,P21/c
PTRPHE15,C18 H15 P1,1.0,5.050000000000001,34,P21/c
UHEMIH,C28 H23 N1 O1 S2,1.0,6.77,55,I41cd
XENSUF,C12 H10 O3,2.0,6.6000000000000005,25,P-1
SEQHAX,C18 H20 N2 O1,1.0,4.3,41,P21/n
WUBDAY01,C14 H16 N2 O6,1.0,4.23,38,C2/c
VUYZOI,"C6 H6 N2 O3,2(C6 F4 I2)",1.0,2.46,17,P-1
XIVHET,C29 H31 Br1,1.0,6.05,61,P21
TUVWUD,C12 H7 F3 O2,2.0,5.03,24,P21/c
FAPYAW,C14 H29 B3 N4 S2 Si2,1.0,4.6000000000000005,54,P212121
QEQZAR,C6 H3 N5,1.0,4.72,14,C2/c
YEYVED,C10 H9 N1 O3 S4,2.0,5.5,27,P-1
DOMSUT,C13 H9 N1 O5,1.0,3.9,28,P-1
DILKUH,C23 H15 F3 N2,1.0,4.31,43,P21/c
XUJPEZ01,C28 H14 N4,0.5,4.109999999999999,46,C2/c
FUSXOK,"C2 H5 F3 N1 1+,N5 1-",1.0,5.18,11,P-1
HAXQEG,C16 H13 N1 O4,1.0,4.72,34,C2/c
YOZDAW,"C14 H28 N2 2+,2(B1 F4 1-)",0.5,3.5900000000000003,44,P21/c
BEDCUK,C20 H28 O6 S2,2.0,3.81,56,P21
BIBNIL,C18 H20 O2,1.0,2.54,40,P212121
JIDXED,C10 H14 O2,1.0,3.3000000000000003,26,P21/n
QAKVII,"C7 H13 N2 O1 1+,C24 H20 B1 1-",1.0,4.03,45,P-1
CABNIE,"C14 H8 O4 S2 2-,2(C5 H7 N2 1+),2(H2 O1)",0.5,3.94,28,C2/c
OZASAN,C9 H9 I1 N2 O2,1.0,2.09,23,Ccca
SAWTUG01,C15 H10 Br1 N3,1.0,1.5699999999999998,29,Pna21
TEDZIO,C23 H31 N1 O7,1.0,2.58,62,P21
BISFAN,C13 H9 Br1 N2 O1,1.0,2.5100000000000002,26,P21/c
EQADOS,C16 H15 N1 O2,1.0,3.6700000000000004,34,P21/n
XAHYUD,C26 H34 Si4,1.0,4.99,64,P21/n
DEQGAK,"C7 H9 Cl1 N3 O4 S2 1+,C6 H4 N1 O2 1-",1.0,5.33,26,P212121
CEWZOX,"C7 H8 O3,C8 H12 N2,C7 H10 N2",1.0,5.319999999999999,22,P-1
EXUFOS,"C21 H24 F1 N2 O2 1+,Cl1 1-,C3 H8 O1",1.0,2.47,50,P21
CLANIC05,C6 H6 Cl1 N1,0.5,2.6,14,Pnma
DULHAU,C17 H15 N3 S2,1.0,2.82,37,P21/c
APISOI,"C25 H22 N3 O1 1+,Br1 1-",1.0,3.75,51,C2/c
FATJOD,C31 H28 O1,2.0,6.619999999999999,60,P21
VUZBUQ,C29 H25 N3 O1,1.0,4.63,58,P21/n
KABQIS,C21 H26 B2 O5,1.0,4.41,54,P212121
JOQSAM,C23 H18 O3,1.0,5.8999999999999995,44,Pna21
YEBJAU,C26 H23 B1 N2 O2,1.0,4.3,54,Pca21
VEYYII,C9 H10 O3,1.0,5.15,22,P21/c
SENJIF02,"C20 H24 Cl1 N3 O1 2+,2(H2 O1),2(Cl1 1-)",1.0,4.37,49,P21/n
GALJEJ,C20 H21 N3 Se1,1.0,2.74,45,C2/c
WONLIV,C16 H18 N2 O3,1.0,3.17,39,P32
XASWIY,C24 H30 N2 O5,1.0,4.15,61,P21/n
DELDEG,C26 H27 N3 O4 S1,1.0,3.42,61,P32
HPXPSA,"C14 H12 O3 P1 S1 1-,C4 H12 N1 1+,H2 O1",1.0,5.6000000000000005,31,P21/c
NANVII,C19 H28 N2 O5,1.0,6.78,54,P212121
LABVES,C27 H22 O6,1.0,4.43,55,P-1
XUTPEL,"C27 H21 O2 P1,C1 H1 Cl3",1.0,5.45,51,P-1
DIPYOQ,C27 H24 N2 O5,1.0,4.73,58,P21/c
IZUWOQ,C17 H20 O2 S1,1.0,4.0600000000000005,40,P21/c
TUQMUR,C12 H11 Cl1 O2,1.0,3.3099999999999996,26,C2
HELJUF,"C14 H6 O8 S2 2-,2(C1 H6 N3 1+),H2 O1",1.0,4.23,30,P21/c
YIKQUG,"C6 H2 Br2 O4,C6 H6 Br1 N1",1.0,3.93,14,P21/c
CONZOV,C23 H19 Cl2 N3 O1,1.0,5.14,48,P21/c
ZOZWUG,C12 H13 Cl1 N4 O5,1.0,3.97,35,P21/c
ABACUG,C17 H15 F3 N2 O2 S1,1.0,3.44,40,Fdd2
KAQFEP,C23 H25 N1 O5,1.0,3.36,54,P212121
SUFDEE,C16 H17 N1 O2 S1,1.0,3.61,37,P21/n
NAYBEV,C14 H15 N1 O1 S6,1.0,5.83,37,P212121
DEFVET,C29 H22 Cl1 N3 O2 S1,1.0,3.73,58,P21/n
LOKBAO,C18 H15 F3 O4 S1,1.0,4.1,41,Pbca
KOWFIP,C30 H12 F9 N3 O3,1.0,5.62,57,P21
YETCIN,C23 H23 Br1 O5,1.0,5.0200000000000005,52,P21/n
WUJXIJ,C24 H20 O2,1.0,5.2,46,Fdd2
KECHIJ01,C3 H6 N2 O1 S1,2.0,4.3115,13,P-1
FOYVIC,C15 H15 O2 P1,2.0,3.27,33,P21
KOMLUU,C20 H27 N1 O3 S1,1.0,5.4,52,P21/c
CIXPOR,C10 H8 Cl2 O4,1.0,3.88,24,P21/a
LINCOM03,"C18 H35 N2 O6 S1 1+,H2 O1,Cl1 1-",1.0,2.63,62,P21212
HOHCOW,C24 H2 B2 F20,1.0,5.84,48,C2/c
BUQNUY,C22 H22 O1,1.0,5.0200000000000005,45,P-1
KOWKUE,C15 H10 O3 S2,2.0,4.88,30,P21/c
QIBREY,C14 H13 Cl1 O2 S1,1.0,5.91,31,P21/n
TATJOP,C24 H24 N3 O3 P1,1.0,3.7800000000000002,55,P21/c
BADVIO,C15 H16 N4 O4 S1,1.0,4.4799999999999995,40,P212121
MOBDAJ,C15 H11 Cl1 O3,1.0,4.0,30,P212121
GEQYOR,"C2 H1 N2 O2 1-,Cs1 1+",1.0,2.34,7,P212121
LELGUG,C28 H21 Br1 N2 O3,1.0,4.15,55,P212121
UCEPAU,C6 Cl3 I3,1.0,2.85,12,P-1
NACMOT,C16 H14 N1 O1 P1 S1,2.0,5.5,34,P21/c
YOCNEN,C21 H21 N1 O4,1.0,4.44,47,P-1
NISBEA,C31 H19 N1 O3,1.0,4.44,54,P-1
QAQLUP,C13 H28 N2 O3 Si1,1.0,5.63,47,P212121
GATZAD,C9 H11 Br1 N2 O3,1.0,3.66,26,P21/c
BULKEA,"C10 H8 N4,C6 F4 I2",0.5,3.53,22,P-1
QECGOY,C3 H6 B1 F3 O3,1.0,2.5,16,P21/n
AYISUA,C23 H19 Br1 N2 O3,2.0,3.6999999999999997,48,I2
DISDER,C21 H20 N2 O2,1.0,4.760000000000001,45,P21/c
NULVEW,C7 H5 Br2 N1 S1,1.0,4.58,16,P21/c
GAPMOA,C22 H23 N1 O4 S1,1.0,3.41,51,P21/c
WUFSUO,C21 H22 O3,2.0,2.69,46,P212121
TAHPIB,C6 H5 Cl3 O5,1.0,3.3000000000000003,19,P21/c
OMULAK,C20 H26 O4,1.0,3.3200000000000003,50,P21
NEQSIO,C17 H14 O3,1.0,5.48,34,P21/c
DOTNUW,C18 H20 O2,2.0,4.8,40,P21/c
TOVKEY,C16 H17 Cl1 O1,1.0,3.16,35,P212121
UWEZIJ,C25 H23 I1 N2 O4 S1,1.0,4.55,56,P21/c
UMOKUF,"C19 H23 N2 O2 1+,H2 O1,Cl1 1-",1.0,3.7900000000000005,46,P212121
JUKSEN,C14 H18 O2,1.0,5.47,34,Pbca
JOYCUV,C15 H20 O2,1.0,6.5200000000000005,37,P21
FEXHAV,"C1 H2 N7 O2 1-,H5 N2 1+",2.0,3.1199999999999997,12,P21
FOLTEF,C17 H24 O5,1.0,5.72,46,P21/c
IYOREU,C17 H21 I1 N4 O2,2.0,2.83,45,P21
WEVXIF,C22 H18 N1 O1 P1,1.0,5.37,43,P21/c
TMTOLP11,C21 H21 P1,1.0,4.47,43,Pbca
IDUQEE,C11 H8 N2 O2 S1,1.0,4.0,24,Pbca
QIJYEN,C6 H13 N1 O5,1.0,3.0,25,P21/n
ZUNVEN,C11 H10 N2 O4 S1,2.0,4.95,28,C2
LAGXUM,C16 H18 O5,1.0,5.01,39,Pca21
WOQFUG,C17 H18 Br1 N1 O1,1.0,3.51,38,P21/c
CRBZOL13,C12 H9 N1,0.5,5.79,22,Pnma
SILSAI,C23 H24 N2 O2,0.5,3.79,51,Pmn21
XEBPID,"C8 H20 N1 1+,C7 H5 O2 1-,C1 H4 N2 S1",1.0,4.92,29,P212121
LOLQAF,C18 H36 N5 O3 P1,1.0,4.2,63,P21/c
IFOKUM,C20 H18 N2 O2 S2,1.0,3.2099999999999995,44,C2/c
DUZDUX,C18 H18 N2 O2,1.0,5.2,40,P22121
POGWAN,C11 H7 F1 N2 O1 S1,1.0,5.21,23,P21/c
YOBHII,C15 H25 N1 O6,1.0,3.26,47,P21
VETFOS,C15 H13 N1 O3,1.0,5.47,32,P21/c
LULQIV,"C14 H10 Cl2 N1 O2 1-,C5 H7 N2 1+",1.0,4.65,29,P21/c
PIRNOW,C21 H20 O3,1.0,4.87,44,P21/c
QULCIM01,C18 H14,1.5,4.38,32,P21/c
EMOBIS,C18 H14 O1,1.0,4.48,33,P21/c
ROKLIN,C16 H11 F3 O4 S1,1.0,5.67,35,P21/c
IZUQUS,C28 H24 O4 S1 Se1,1.0,3.49,58,P-1
BUVFAA,C20 H17 Br1 F1 N1 O2,2.0,5.0,42,P-1
IHOWUZ,C13 H10 N2 O1,1.0,4.75,26,P21/c
REJLIF,C10 H10 N2 O1,1.0,4.9799999999999995,23,P21/c
UTOMUM,"C13 H19 F1 N1 O1 1+,C11 H13 Cl1 O4 P1 1-",1.0,4.48,35,P21
GIPRUT,C24 H25 I1 Te1,1.0,3.5,51,P21/n
WIGNOR,C16 H25 Cl2 N1,1.0,4.8500000000000005,44,P212121
JENZAG,C13 H8 N2 O3,1.0,5.220000000000001,26,Cc
FATWII,C22 H21 N1 O4 S1 Si1,1.0,4.72,50,P21/c
MIPHIF,C17 H21 N1 O1,1.0,5.390000000000001,40,Pbca
VINJOR,C8 H4 N4 Se4,1.0,6.2,20,P21/n
BBZCPO03,C19 H18 O1,1.0,6.11,38,Pbca
JOFKOI,C19 H17 N1 O4,1.0,3.61,41,C2/c
ASUPUB,"C14 H26 N6 O2 2+,2(F6 P1 1-),H2 O1",1.0,4.89,48,P-1
XAJNOM,C16 H14 Cl1 N3 O1,1.0,5.11,35,P212121
QAXVAP,C16 H25 N1 O2,1.0,3.7900000000000005,44,P21
CRBAMP30,"C1 H4 N2 O1,H3 O4 P1",1.0,3.48,8,Pbca
CEYZAI,C22 H24 N2 O7,1.0,5.3500000000000005,55,P-1
TEZKOB,C12 H6 F4 N2,1.0,4.82,24,Pna21
LUMVIZ01,C12 H18,1.0,5.55,30,P21/c
YECJAS,"C12 H8 N4 O1,C10 H10 O6",1.0,3.74,26,P-1
QUCXAP,C19 H23 B1 Br1 N1,1.0,3.64,45,P21/c
ETEZUY,C20 H23 N5,1.0,4.8500000000000005,48,P21/c
KABJED,C6 H6 N4 O2 S1,1.0,5.42,19,P21/n
EROMAB,C8 H15 N1 O3,1.0,3.6799999999999997,27,Pbca
YEWZOQ,C12 H18 N2 O2,1.0,6.5,34,P21/a
UKUCAE,C18 H19 N1 O3 S1,1.0,3.38,42,P212121
POGBEU,C17 H14 N2 O1,1.0,5.09,34,R-3
KEDJEI01,C17 H13 N1 O2,2.0,4.93,33,P21/n
RASTAJ,C21 H30 N4 O1,1.0,4.72,56,P21/c
ETONAC,C13 H13 N1 O3 S1,1.0,5.5,31,P21
VUZZUM,"C26 H28 I1 N1 O4,H2 O1",1.0,3.6,60,P21
RUFLOV,C11 H11 Cl1 O1,1.0,3.02,24,P212121
UWABIH,C15 H14,1.0,2.6100000000000003,29,Cc
ZUDCUW,C12 H11 F3 O2,1.0,5.13,28,P21/n
PUMFAG,C16 H18 O3,1.0,4.9799999999999995,37,P21
KISLIL,C21 H24 N2 O5 S1,1.0,6.09,53,P21/c
REJKAV,"C10 H12 N3 1+,C7 H4 N1 O5 1-",1.0,5.9799999999999995,25,P21/c
GIBZUQ,C18 H6 B1 F9 O3,2.0,3.56,37,P21/n
SIQWUM,C8 H15 N1 O7,1.0,3.45,31,P21
PEBZEB,C20 H26 O8,1.0,4.14,54,P-1
BUWJIQ,C22 H16 F9 N1,1.0,5.12,48,P-1
TORFUF,C14 H14 Cl1 N1 O1,1.0,3.4099999999999997,31,P21/c
VIHBEW,C22 H24 N2 O3 S1,1.0,3.0,52,P-1
NEWJAC,C27 H23 Br1 N2 O2,1.0,5.99,55,P212121
QAJQAV02,C6 H5 N5,1.0,3.46,16,P21/n
MEHKOZ,"C10 H13 I1 O4 S1,C1 H2 Cl2",1.0,3.45,29,C2/c
QINTUF,C13 H11 N3 O2,1.0,3.5700000000000003,29,P21/c
JODJES,C12 H15 N1 O4,1.0,4.03,32,P-1
GUZFIS,C28 H31 N1 O2,1.0,4.19,62,P21
WAKKUP,C25 H26 B1 N1 O2,1.0,5.46,55,P21/n
OBIREX,C15 H18 O5,1.0,4.24,38,P212121
ASIMIZ,C24 H27 N1 O5,1.0,5.92,57,P21
ZEVQOG,C11 H16 O6 S1,1.0,7.22,34,P212121
MEPMAY,"C14 H22 Ca1 N8 O8,2(C7 H8 N4 O2)",0.5,4.72,53,P-1
RISDAB,"C14 H14 Br2 N1 O1 1+,C6 H2 N3 O7 1-",1.0,5.57,32,P-1
MUGCAS,C20 H21 N1 O4 S1,1.0,5.3100000000000005,47,P21
ROYYIP,C25 H32 Cl1 O2 P1,1.0,6.29,61,P212121
QAHFUE,C34 H26 N2,0.5,4.64,62,C2/c
POZKUN,"C23 H21 N4 O2 1+,Cl1 1-",1.0,3.37,50,P-1
DELPIU,C16 H28 N6,1.0,4.7,50,P21/c
SIXNAQ,C8 H2 Cl2 N6 O2,1.0,3.8899999999999997,20,P21/c
JUGVOZ01,"C7 H9 N2 O2 1+,H2 O4 P1 1-",2.0,4.36,20,P1121
CONZUA10,C17 H14 O5,1.0,5.2,36,P21/n
BAHZUK,C10 H24 B20 F2,0.5,6.4799999999999995,56,P21/c
OZEZAV,C31 H25 P1,1.0,4.55,57,P21/c
TIWHAI,C17 H21 N1 O1,1.0,5.0,40,P212121
YIFNIN,C20 H30 O3,2.0,6.41,53,P21
DPDBCB,C30 H24 O2,1.0,5.7,56,P21/c
DIHFIK,C22 H19 N1 O6,1.0,6.74,48,P-1
GIKQEZ03,"C12 H8 N2,C6 Br2 F4",0.5,2.94,22,P21/c
DARVEX,C26 H36 N2,0.5,6.13,64,P21/c
MOXSOI01,"C20 H13 F3 N4 O2 S1,0.5(C4 H6 O4)",2.0,4.72,43,P-1
